age;job;marital;education;latitude;longitude;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
57;services;divorced;secondary;33.862564;-118.11017;no;739;yes;no;unknown;20;may;352;5;-1;0;unknown;no
35;blue-collar;married;secondary;33.862564;-118.11017;no;274;yes;no;unknown;20;may;190;1;-1;0;unknown;no
30;blue-collar;married;secondary;33.862564;-118.11017;no;1445;yes;no;unknown;20;may;140;1;-1;0;unknown;no
31;blue-collar;married;secondary;33.862564;-118.11017;no;3311;yes;no;unknown;20;may;719;1;-1;0;unknown;yes
32;blue-collar;married;secondary;33.862564;-118.11017;no;157;yes;no;unknown;20;may;315;1;-1;0;unknown;no
30;services;single;unknown;33.862564;-118.11017;no;347;yes;no;unknown;21;may;225;1;-1;0;unknown;no
32;management;single;tertiary;33.862564;-118.11017;no;-345;yes;no;unknown;21;may;74;1;-1;0;unknown;no
36;technician;married;secondary;33.862564;-118.11017;no;8119;no;no;unknown;21;may;24;1;-1;0;unknown;no
34;blue-collar;married;secondary;33.862564;-118.11017;no;120;yes;no;unknown;21;may;369;1;-1;0;unknown;no
39;blue-collar;married;primary;33.862564;-118.11017;no;5;yes;no;unknown;21;may;167;1;-1;0;unknown;no
42;management;married;tertiary;33.862564;-118.11017;no;2309;yes;no;unknown;21;may;64;3;-1;0;unknown;no
33;admin.;single;secondary;33.862564;-118.11017;no;892;yes;no;unknown;21;may;151;1;-1;0;unknown;no
32;technician;married;secondary;33.862564;-118.11017;no;641;yes;no;unknown;21;may;336;1;-1;0;unknown;no
35;blue-collar;married;primary;33.862564;-118.11017;no;2730;yes;no;unknown;21;may;65;1;-1;0;unknown;no
38;blue-collar;married;secondary;33.862564;-118.11017;no;1663;yes;no;unknown;21;may;93;1;-1;0;unknown;no
39;blue-collar;married;primary;33.862564;-118.11017;no;1966;yes;no;unknown;21;may;181;1;-1;0;unknown;no
54;retired;divorced;tertiary;32.5833;-94.66707;no;6102;yes;yes;unknown;21;may;86;6;-1;0;unknown;no
38;technician;married;tertiary;32.5833;-94.66707;no;1092;yes;no;unknown;21;may;317;1;-1;0;unknown;no
33;services;married;tertiary;32.5833;-94.66707;no;1349;yes;no;unknown;21;may;120;1;-1;0;unknown;no
34;management;single;tertiary;32.5833;-94.66707;no;2015;no;no;unknown;21;may;388;1;-1;0;unknown;no
32;admin.;single;secondary;32.5833;-94.66707;no;2146;yes;no;unknown;21;may;422;2;-1;0;unknown;no
32;management;married;tertiary;32.5833;-94.66707;no;2976;yes;no;unknown;21;may;174;1;-1;0;unknown;no
37;admin.;divorced;secondary;32.5833;-94.66707;no;3834;yes;no;unknown;21;may;72;1;-1;0;unknown;no
36;services;married;secondary;32.5833;-94.66707;no;393;yes;yes;unknown;21;may;126;1;-1;0;unknown;no
32;blue-collar;married;primary;32.5833;-94.66707;no;-457;yes;yes;unknown;21;may;288;1;-1;0;unknown;no
34;blue-collar;divorced;secondary;32.5833;-94.66707;no;0;no;yes;unknown;21;may;339;1;-1;0;unknown;no
34;management;married;tertiary;32.5833;-94.66707;no;363;no;no;unknown;21;may;171;5;-1;0;unknown;no
39;management;single;tertiary;32.5833;-94.66707;no;4025;yes;yes;unknown;21;may;162;1;-1;0;unknown;no
42;blue-collar;married;primary;32.5833;-94.66707;no;714;yes;no;unknown;21;may;18;28;-1;0;unknown;no
33;unemployed;married;secondary;32.5833;-94.66707;no;438;yes;yes;unknown;21;may;129;1;-1;0;unknown;no
40;management;single;primary;32.5833;-94.66707;no;858;yes;no;unknown;21;may;173;1;-1;0;unknown;no
35;blue-collar;married;secondary;32.5833;-94.66707;no;592;yes;no;unknown;21;may;74;1;-1;0;unknown;no
38;services;married;secondary;33.8032;-118.062836;no;-224;yes;yes;unknown;21;may;222;1;-1;0;unknown;no
39;management;married;tertiary;33.8032;-118.062836;no;151;yes;no;unknown;21;may;692;1;-1;0;unknown;no
31;services;married;secondary;33.8032;-118.062836;no;289;yes;no;unknown;21;may;262;2;-1;0;unknown;no
38;technician;married;secondary;33.8032;-118.062836;no;821;yes;yes;unknown;21;may;78;1;-1;0;unknown;no
58;technician;married;secondary;33.8032;-118.062836;no;8153;yes;no;unknown;21;may;134;5;-1;0;unknown;no
33;services;married;secondary;33.8032;-118.062836;no;57;yes;yes;unknown;21;may;323;1;-1;0;unknown;no
34;blue-collar;single;secondary;33.8032;-118.062836;no;558;yes;no;unknown;21;may;43;1;-1;0;unknown;no
34;services;single;secondary;33.8032;-118.062836;no;1701;yes;no;unknown;21;may;245;1;-1;0;unknown;no
37;admin.;single;tertiary;33.8032;-118.062836;no;-898;yes;no;unknown;21;may;482;1;-1;0;unknown;no
38;admin.;married;secondary;33.8032;-118.062836;no;1073;yes;no;unknown;21;may;207;2;-1;0;unknown;no
34;management;divorced;tertiary;37.3853;-122.110954;no;5754;yes;no;unknown;21;may;56;1;-1;0;unknown;no
34;blue-collar;married;primary;37.3853;-122.110954;no;-167;yes;no;unknown;21;may;201;1;-1;0;unknown;no
39;blue-collar;married;primary;37.3853;-122.110954;no;4146;yes;yes;unknown;21;may;353;1;-1;0;unknown;no
35;entrepreneur;single;tertiary;37.3853;-122.110954;no;-15;yes;no;unknown;21;may;554;3;-1;0;unknown;no
36;admin.;single;tertiary;34.25668;-118.15126;no;3954;yes;no;unknown;21;may;432;1;-1;0;unknown;no
31;management;married;secondary;34.25668;-118.15126;no;8629;yes;no;unknown;21;may;27;2;-1;0;unknown;no
30;technician;married;secondary;34.25668;-118.15126;no;1168;yes;yes;unknown;21;may;361;1;-1;0;unknown;no
35;admin.;married;secondary;34.25668;-118.15126;no;498;yes;no;unknown;21;may;248;1;-1;0;unknown;no
35;technician;divorced;secondary;34.25668;-118.15126;no;0;no;no;unknown;21;may;162;1;-1;0;unknown;no
31;blue-collar;single;primary;34.25668;-118.15126;no;216;yes;no;unknown;21;may;565;1;-1;0;unknown;yes
38;management;single;tertiary;34.25668;-118.15126;no;1746;yes;no;unknown;21;may;139;1;-1;0;unknown;no
36;technician;single;secondary;34.25668;-118.15126;no;1053;yes;no;unknown;21;may;147;1;-1;0;unknown;no
36;student;single;tertiary;34.25668;-118.15126;no;687;yes;no;unknown;21;may;287;3;-1;0;unknown;no
33;blue-collar;single;secondary;34.25668;-118.15126;no;2764;yes;no;unknown;21;may;118;1;-1;0;unknown;no
34;blue-collar;married;secondary;34.25668;-118.15126;no;1207;yes;no;unknown;21;may;905;1;-1;0;unknown;yes
32;management;married;tertiary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;91;1;-1;0;unknown;no
39;blue-collar;divorced;unknown;34.25668;-118.15126;no;528;yes;no;unknown;21;may;111;5;-1;0;unknown;no
33;management;married;tertiary;34.25668;-118.15126;no;3090;yes;no;unknown;21;may;162;1;-1;0;unknown;no
38;technician;divorced;tertiary;34.25668;-118.15126;yes;-530;yes;no;unknown;21;may;236;1;-1;0;unknown;no
41;management;married;tertiary;34.25668;-118.15126;no;666;yes;no;unknown;21;may;253;3;-1;0;unknown;no
38;technician;married;secondary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;73;1;-1;0;unknown;no
35;blue-collar;single;secondary;34.25668;-118.15126;no;470;yes;no;unknown;21;may;123;1;-1;0;unknown;no
39;technician;married;secondary;34.25668;-118.15126;no;597;yes;no;unknown;21;may;298;2;-1;0;unknown;no
40;blue-collar;married;primary;34.25668;-118.15126;no;1136;yes;no;unknown;21;may;86;1;-1;0;unknown;no
38;blue-collar;married;secondary;34.25668;-118.15126;no;620;yes;yes;unknown;21;may;420;1;-1;0;unknown;no
33;blue-collar;single;secondary;34.25668;-118.15126;no;17;yes;no;unknown;21;may;288;1;-1;0;unknown;no
34;services;married;secondary;34.25668;-118.15126;no;12;no;no;unknown;21;may;164;1;-1;0;unknown;no
28;entrepreneur;single;tertiary;34.25668;-118.15126;no;135;yes;no;unknown;21;may;195;1;-1;0;unknown;no
36;services;married;secondary;34.25668;-118.15126;no;5024;no;no;unknown;21;may;139;1;-1;0;unknown;no
34;technician;single;secondary;34.25668;-118.15126;no;1161;yes;no;unknown;21;may;192;1;-1;0;unknown;no
39;technician;married;secondary;34.25668;-118.15126;no;3528;yes;no;unknown;21;may;226;1;-1;0;unknown;no
32;technician;married;secondary;34.25668;-118.15126;no;791;yes;no;unknown;21;may;783;2;-1;0;unknown;yes
38;management;married;unknown;34.25668;-118.15126;no;546;yes;no;unknown;21;may;264;2;-1;0;unknown;no
39;blue-collar;married;secondary;34.25668;-118.15126;no;804;yes;no;unknown;21;may;166;1;-1;0;unknown;no
30;technician;single;secondary;34.25668;-118.15126;no;908;yes;no;unknown;21;may;27;1;-1;0;unknown;no
31;blue-collar;single;secondary;34.25668;-118.15126;no;6982;yes;no;unknown;21;may;353;1;-1;0;unknown;no
37;technician;divorced;secondary;34.25668;-118.15126;no;1176;no;yes;unknown;21;may;282;2;-1;0;unknown;no
36;admin.;married;secondary;34.25668;-118.15126;no;0;no;no;unknown;21;may;117;1;-1;0;unknown;no
34;blue-collar;married;secondary;34.25668;-118.15126;no;528;yes;no;unknown;21;may;85;1;-1;0;unknown;no
37;admin.;married;unknown;34.25668;-118.15126;no;734;yes;no;unknown;21;may;1106;1;-1;0;unknown;no
31;technician;single;secondary;34.25668;-118.15126;no;109;yes;no;unknown;21;may;419;1;-1;0;unknown;no
48;self-employed;married;secondary;34.25668;-118.15126;no;4746;yes;no;unknown;21;may;32;11;-1;0;unknown;no
31;services;married;secondary;34.25668;-118.15126;no;11512;yes;no;unknown;21;may;179;1;-1;0;unknown;no
34;services;married;secondary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;872;5;-1;0;unknown;no
36;services;married;secondary;34.25668;-118.15126;no;115;no;no;unknown;21;may;114;1;-1;0;unknown;no
36;management;single;tertiary;34.25668;-118.15126;no;808;no;no;unknown;21;may;52;1;-1;0;unknown;no
35;management;single;tertiary;34.25668;-118.15126;no;-289;yes;no;unknown;21;may;490;1;-1;0;unknown;no
35;self-employed;married;tertiary;34.25668;-118.15126;no;35368;yes;no;unknown;21;may;63;1;-1;0;unknown;no
33;services;single;secondary;34.25668;-118.15126;no;189;no;no;unknown;21;may;27;10;-1;0;unknown;no
26;blue-collar;married;primary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;425;1;-1;0;unknown;no
37;entrepreneur;married;tertiary;34.25668;-118.15126;no;1110;yes;no;unknown;21;may;189;2;-1;0;unknown;no
32;technician;married;unknown;34.25668;-118.15126;no;102;yes;no;unknown;21;may;12;11;-1;0;unknown;no
33;management;married;secondary;34.25668;-118.15126;no;56;yes;no;unknown;21;may;255;1;-1;0;unknown;no
34;blue-collar;married;secondary;34.25668;-118.15126;no;405;yes;no;unknown;21;may;103;1;-1;0;unknown;no
36;management;married;secondary;34.25668;-118.15126;no;873;yes;no;unknown;21;may;210;1;-1;0;unknown;no
36;technician;single;secondary;34.25668;-118.15126;no;656;no;no;unknown;21;may;261;1;-1;0;unknown;no
41;technician;married;secondary;34.25668;-118.15126;no;2490;yes;no;unknown;21;may;115;2;-1;0;unknown;no
33;admin.;single;secondary;34.25668;-118.15126;no;1437;yes;no;unknown;21;may;641;1;-1;0;unknown;no
35;management;single;tertiary;34.25668;-118.15126;no;6659;yes;no;unknown;21;may;83;1;-1;0;unknown;no
30;technician;married;tertiary;34.25668;-118.15126;no;1126;yes;no;unknown;21;may;370;1;-1;0;unknown;no
34;blue-collar;single;secondary;34.25668;-118.15126;no;3773;yes;no;unknown;21;may;287;1;-1;0;unknown;no
34;self-employed;single;tertiary;34.25668;-118.15126;no;1129;yes;no;unknown;21;may;103;2;-1;0;unknown;no
36;management;married;tertiary;34.25668;-118.15126;no;849;yes;yes;unknown;21;may;958;2;-1;0;unknown;yes
30;services;married;secondary;34.25668;-118.15126;no;675;yes;no;unknown;21;may;232;1;-1;0;unknown;no
36;admin.;single;secondary;34.25668;-118.15126;no;98;yes;no;unknown;21;may;68;1;-1;0;unknown;no
31;blue-collar;married;secondary;34.25668;-118.15126;no;1914;yes;no;unknown;21;may;192;1;-1;0;unknown;no
34;services;married;secondary;34.25668;-118.15126;no;1270;yes;no;unknown;21;may;494;3;-1;0;unknown;no
30;entrepreneur;married;primary;34.25668;-118.15126;no;-98;yes;no;unknown;21;may;166;7;-1;0;unknown;no
33;blue-collar;married;primary;34.25668;-118.15126;no;256;yes;no;unknown;21;may;151;2;-1;0;unknown;no
31;blue-collar;married;secondary;34.25668;-118.15126;no;435;yes;no;unknown;21;may;204;1;-1;0;unknown;no
37;unemployed;married;primary;34.25668;-118.15126;no;7005;yes;no;unknown;21;may;217;1;-1;0;unknown;no
38;services;single;primary;34.25668;-118.15126;no;471;yes;no;unknown;21;may;180;1;-1;0;unknown;no
33;blue-collar;married;secondary;34.25668;-118.15126;no;467;yes;no;unknown;21;may;494;2;-1;0;unknown;no
32;blue-collar;married;primary;34.25668;-118.15126;no;323;yes;no;unknown;21;may;530;2;-1;0;unknown;no
34;management;single;tertiary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;759;1;-1;0;unknown;no
31;management;married;tertiary;34.25668;-118.15126;no;1343;yes;yes;unknown;21;may;85;1;-1;0;unknown;no
51;blue-collar;divorced;secondary;34.25668;-118.15126;no;44;no;no;unknown;21;may;137;2;-1;0;unknown;no
30;blue-collar;married;primary;34.25668;-118.15126;no;453;yes;no;unknown;21;may;445;2;-1;0;unknown;no
35;entrepreneur;married;secondary;34.25668;-118.15126;no;350;yes;no;unknown;21;may;345;1;-1;0;unknown;no
32;technician;married;secondary;34.25668;-118.15126;no;2693;yes;no;unknown;21;may;16;1;-1;0;unknown;no
31;blue-collar;married;secondary;34.25668;-118.15126;no;1243;yes;no;unknown;21;may;32;1;-1;0;unknown;no
34;technician;married;secondary;34.25668;-118.15126;no;883;yes;no;unknown;21;may;648;1;-1;0;unknown;no
33;blue-collar;single;primary;34.25668;-118.15126;no;599;yes;no;unknown;21;may;29;1;-1;0;unknown;no
31;blue-collar;married;secondary;34.25668;-118.15126;no;3176;yes;no;unknown;21;may;220;1;-1;0;unknown;no
33;technician;single;secondary;34.25668;-118.15126;no;49;no;no;unknown;21;may;151;1;-1;0;unknown;no
36;blue-collar;divorced;primary;34.25668;-118.15126;no;3202;yes;no;unknown;21;may;290;2;-1;0;unknown;no
33;technician;single;secondary;34.25668;-118.15126;no;2660;yes;no;unknown;21;may;121;1;-1;0;unknown;no
59;retired;married;primary;34.25668;-118.15126;no;41;yes;yes;unknown;21;may;717;3;-1;0;unknown;no
35;blue-collar;married;secondary;34.25668;-118.15126;no;-557;yes;yes;unknown;21;may;249;1;-1;0;unknown;no
33;management;married;tertiary;34.25668;-118.15126;no;741;no;no;unknown;21;may;228;1;-1;0;unknown;no
32;technician;single;secondary;34.25668;-118.15126;no;930;yes;no;unknown;21;may;122;1;-1;0;unknown;no
23;blue-collar;single;secondary;34.25668;-118.15126;no;9;yes;no;unknown;21;may;544;1;-1;0;unknown;no
33;blue-collar;married;secondary;34.25668;-118.15126;no;1624;yes;yes;unknown;21;may;951;2;-1;0;unknown;no
30;blue-collar;single;secondary;34.25668;-118.15126;yes;239;yes;no;unknown;21;may;412;1;-1;0;unknown;yes
31;admin.;single;secondary;34.25668;-118.15126;no;626;yes;no;unknown;21;may;211;1;-1;0;unknown;no
25;services;single;secondary;34.25668;-118.15126;no;-268;yes;no;unknown;21;may;264;1;-1;0;unknown;no
37;technician;single;tertiary;34.25668;-118.15126;no;178;yes;no;unknown;21;may;97;1;-1;0;unknown;no
34;admin.;married;secondary;34.25668;-118.15126;no;1671;no;no;unknown;21;may;160;1;-1;0;unknown;no
29;blue-collar;divorced;secondary;34.25668;-118.15126;no;-300;no;no;unknown;21;may;192;1;-1;0;unknown;no
35;technician;single;tertiary;34.25668;-118.15126;no;1362;yes;no;unknown;21;may;230;1;-1;0;unknown;no
31;technician;divorced;tertiary;34.25668;-118.15126;no;2287;yes;no;unknown;21;may;97;1;-1;0;unknown;no
33;blue-collar;married;primary;34.25668;-118.15126;no;141;yes;no;unknown;21;may;578;2;-1;0;unknown;no
31;technician;married;tertiary;34.25668;-118.15126;no;4315;yes;no;unknown;21;may;359;1;-1;0;unknown;no
28;services;single;unknown;34.25668;-118.15126;no;-70;yes;yes;unknown;21;may;244;1;-1;0;unknown;no
33;technician;married;secondary;34.25668;-118.15126;no;1630;yes;no;unknown;21;may;111;1;-1;0;unknown;no
35;technician;married;secondary;34.25668;-118.15126;no;569;yes;no;unknown;21;may;487;5;-1;0;unknown;no
34;management;single;tertiary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;311;1;-1;0;unknown;no
30;blue-collar;single;primary;34.25668;-118.15126;no;546;yes;no;unknown;21;may;396;1;-1;0;unknown;no
32;technician;single;secondary;34.25668;-118.15126;no;287;yes;no;unknown;21;may;59;8;-1;0;unknown;no
37;services;married;secondary;34.25668;-118.15126;yes;-954;yes;no;unknown;21;may;111;3;-1;0;unknown;no
35;entrepreneur;married;tertiary;34.25668;-118.15126;no;280;yes;no;unknown;21;may;502;1;-1;0;unknown;no
57;retired;married;secondary;34.25668;-118.15126;no;1408;no;no;unknown;21;may;202;6;-1;0;unknown;no
37;technician;single;secondary;34.25668;-118.15126;no;1211;yes;no;unknown;21;may;795;1;-1;0;unknown;yes
27;blue-collar;married;secondary;34.25668;-118.15126;no;1600;yes;no;unknown;21;may;135;1;-1;0;unknown;no
39;blue-collar;married;primary;34.25668;-118.15126;no;774;yes;no;unknown;21;may;29;1;-1;0;unknown;no
33;management;married;tertiary;34.25668;-118.15126;no;188;yes;no;unknown;21;may;136;1;-1;0;unknown;no
34;services;single;secondary;34.25668;-118.15126;no;1157;yes;no;unknown;21;may;103;2;-1;0;unknown;no
40;blue-collar;single;secondary;34.25668;-118.15126;no;1066;yes;no;unknown;21;may;171;1;-1;0;unknown;no
31;blue-collar;married;secondary;34.25668;-118.15126;no;932;yes;no;unknown;21;may;229;2;-1;0;unknown;no
32;blue-collar;single;primary;34.25668;-118.15126;no;557;yes;no;unknown;21;may;112;2;-1;0;unknown;no
31;management;married;tertiary;34.25668;-118.15126;no;1260;no;yes;unknown;21;may;93;1;-1;0;unknown;no
35;management;single;tertiary;34.25668;-118.15126;no;1045;yes;no;unknown;21;may;61;1;-1;0;unknown;no
38;blue-collar;single;primary;34.25668;-118.15126;no;350;yes;no;unknown;21;may;35;1;-1;0;unknown;no
48;technician;divorced;tertiary;34.25668;-118.15126;no;-136;yes;no;unknown;21;may;7;12;-1;0;unknown;no
37;services;married;secondary;34.25668;-118.15126;no;405;yes;no;unknown;21;may;51;2;-1;0;unknown;no
45;admin.;married;secondary;34.25668;-118.15126;no;373;yes;no;unknown;21;may;17;7;-1;0;unknown;no
27;blue-collar;single;secondary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;504;1;-1;0;unknown;no
33;admin.;married;secondary;34.25668;-118.15126;no;2228;yes;no;unknown;21;may;726;1;-1;0;unknown;no
31;blue-collar;single;secondary;34.25668;-118.15126;no;58;yes;no;unknown;21;may;542;1;-1;0;unknown;no
33;blue-collar;married;secondary;34.25668;-118.15126;no;932;yes;no;unknown;21;may;226;1;-1;0;unknown;no
36;unemployed;married;secondary;34.25668;-118.15126;no;-872;yes;yes;unknown;21;may;153;1;-1;0;unknown;no
37;technician;married;secondary;34.25668;-118.15126;no;1450;yes;yes;unknown;21;may;112;1;-1;0;unknown;no
37;blue-collar;single;secondary;34.25668;-118.15126;no;2032;yes;no;unknown;21;may;158;2;-1;0;unknown;no
32;technician;single;tertiary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;250;2;-1;0;unknown;no
30;services;married;tertiary;34.25668;-118.15126;no;1380;yes;no;unknown;21;may;294;2;-1;0;unknown;no
37;technician;married;secondary;34.25668;-118.15126;no;5729;yes;no;unknown;21;may;303;3;-1;0;unknown;no
34;technician;single;secondary;34.25668;-118.15126;no;951;yes;no;unknown;21;may;343;1;-1;0;unknown;no
54;management;divorced;tertiary;34.25668;-118.15126;no;487;yes;no;unknown;21;may;828;4;-1;0;unknown;yes
36;admin.;married;secondary;34.25668;-118.15126;no;957;yes;no;unknown;21;may;206;1;-1;0;unknown;no
39;retired;married;tertiary;34.25668;-118.15126;no;855;yes;no;unknown;21;may;786;2;-1;0;unknown;no
36;management;married;tertiary;34.25668;-118.15126;no;502;yes;no;unknown;21;may;509;1;-1;0;unknown;no
37;blue-collar;married;primary;34.25668;-118.15126;no;204;yes;no;unknown;21;may;161;4;-1;0;unknown;no
49;blue-collar;divorced;primary;34.25668;-118.15126;no;2262;yes;no;unknown;21;may;125;3;-1;0;unknown;no
31;admin.;married;secondary;34.25668;-118.15126;no;8784;yes;no;unknown;21;may;63;2;-1;0;unknown;no
36;blue-collar;married;primary;34.25668;-118.15126;no;599;yes;no;unknown;21;may;649;2;-1;0;unknown;yes
31;services;married;secondary;34.25668;-118.15126;no;525;yes;yes;unknown;21;may;159;1;-1;0;unknown;no
29;admin.;married;secondary;34.25668;-118.15126;no;688;yes;no;unknown;21;may;211;1;-1;0;unknown;no
34;management;single;tertiary;34.25668;-118.15126;no;1350;yes;no;unknown;21;may;68;1;-1;0;unknown;no
32;technician;married;secondary;34.25668;-118.15126;no;1830;yes;no;unknown;21;may;293;1;-1;0;unknown;no
31;technician;single;tertiary;34.25668;-118.15126;no;1887;no;yes;unknown;21;may;389;1;-1;0;unknown;no
37;blue-collar;single;secondary;34.25668;-118.15126;no;13156;yes;no;unknown;21;may;240;1;-1;0;unknown;no
34;blue-collar;married;secondary;34.25668;-118.15126;no;622;yes;no;unknown;21;may;145;1;-1;0;unknown;no
35;management;married;tertiary;34.25668;-118.15126;no;1336;no;no;unknown;21;may;59;2;-1;0;unknown;no
32;blue-collar;single;secondary;34.25668;-118.15126;no;1067;yes;no;unknown;21;may;39;2;-1;0;unknown;no
35;entrepreneur;single;secondary;34.25668;-118.15126;no;12961;yes;no;unknown;21;may;272;2;-1;0;unknown;no
31;technician;married;secondary;34.25668;-118.15126;no;141;yes;no;unknown;21;may;140;2;-1;0;unknown;no
41;management;single;tertiary;34.25668;-118.15126;no;1216;yes;no;unknown;21;may;53;3;-1;0;unknown;no
31;services;married;secondary;34.25668;-118.15126;no;891;yes;no;unknown;21;may;44;3;-1;0;unknown;no
32;blue-collar;married;primary;34.25668;-118.15126;no;131;yes;no;unknown;21;may;212;2;-1;0;unknown;no
33;technician;married;primary;34.25668;-118.15126;no;5;no;no;unknown;21;may;57;2;-1;0;unknown;no
52;blue-collar;married;secondary;34.25668;-118.15126;no;289;yes;no;unknown;21;may;45;13;-1;0;unknown;no
32;blue-collar;single;secondary;34.25668;-118.15126;no;15341;no;no;unknown;21;may;738;3;-1;0;unknown;no
32;technician;married;secondary;34.25668;-118.15126;no;901;yes;no;unknown;21;may;102;3;-1;0;unknown;no
32;entrepreneur;married;tertiary;34.25668;-118.15126;no;4465;yes;no;unknown;21;may;161;2;-1;0;unknown;no
34;admin.;married;secondary;34.25668;-118.15126;no;1191;yes;no;unknown;21;may;383;2;-1;0;unknown;no
35;technician;single;tertiary;34.25668;-118.15126;no;458;yes;no;unknown;21;may;1091;3;-1;0;unknown;no
36;management;single;tertiary;34.25668;-118.15126;no;1869;yes;no;unknown;21;may;122;2;-1;0;unknown;no
37;self-employed;married;tertiary;34.25668;-118.15126;no;2084;yes;no;unknown;21;may;137;2;-1;0;unknown;no
32;technician;married;secondary;34.25668;-118.15126;no;1389;yes;no;unknown;21;may;189;2;-1;0;unknown;no
34;management;married;tertiary;34.25668;-118.15126;no;0;yes;no;unknown;21;may;88;2;-1;0;unknown;no
27;services;married;secondary;34.25668;-118.15126;no;1303;yes;yes;unknown;21;may;364;1;-1;0;unknown;no
33;management;married;tertiary;34.25668;-118.15126;no;11149;yes;no;unknown;21;may;418;2;-1;0;unknown;no
36;management;married;unknown;34.25668;-118.15126;no;-35;yes;yes;unknown;21;may;17;2;-1;0;unknown;no
37;blue-collar;married;primary;34.25668;-118.15126;no;3242;yes;no;unknown;21;may;233;1;-1;0;unknown;no
32;blue-collar;single;secondary;34.25668;-118.15126;no;435;yes;no;unknown;21;may;373;2;-1;0;unknown;no
32;blue-collar;single;secondary;34.25668;-118.15126;no;2696;yes;no;unknown;21;may;445;1;-1;0;unknown;no
29;blue-collar;single;secondary;34.25668;-118.15126;no;0;no;no;unknown;21;may;623;1;-1;0;unknown;no
34;blue-collar;married;primary;34.25668;-118.15126;no;218;yes;yes;unknown;21;may;260;1;-1;0;unknown;no
33;self-employed;divorced;secondary;34.25668;-118.15126;no;892;yes;no;unknown;21;may;316;1;-1;0;unknown;no
31;technician;married;tertiary;34.25668;-118.15126;no;1410;yes;no;unknown;21;may;42;1;-1;0;unknown;no
32;blue-collar;single;secondary;34.25668;-118.15126;no;1721;yes;no;unknown;21;may;650;2;-1;0;unknown;no
31;admin.;single;tertiary;34.25668;-118.15126;no;1583;yes;no;unknown;21;may;207;1;-1;0;unknown;no
33;technician;single;secondary;34.25668;-118.15126;no;296;yes;no;unknown;21;may;226;1;-1;0;unknown;no
38;management;married;tertiary;34.25668;-118.15126;no;216;yes;no;unknown;21;may;1307;1;-1;0;unknown;no
35;blue-collar;married;secondary;34.25668;-118.15126;no;463;yes;no;unknown;21;may;104;1;-1;0;unknown;no
37;management;married;tertiary;34.25668;-118.15126;no;547;yes;yes;unknown;21;may;143;1;-1;0;unknown;no
42;technician;divorced;secondary;34.25668;-118.15126;no;2974;yes;no;unknown;21;may;187;5;-1;0;unknown;no
34;self-employed;married;secondary;34.25668;-118.15126;no;-370;yes;no;unknown;21;may;748;1;-1;0;unknown;no
32;management;married;secondary;34.25668;-118.15126;no;6217;yes;yes;unknown;21;may;486;2;-1;0;unknown;no
28;admin.;married;secondary;34.25668;-118.15126;no;170;yes;yes;unknown;21;may;492;1;-1;0;unknown;no
29;management;married;secondary;34.25668;-118.15126;no;-559;yes;yes;unknown;21;may;485;1;-1;0;unknown;no
21;student;single;secondary;34.25668;-118.15126;no;232;yes;no;unknown;21;may;110;2;-1;0;unknown;no
31;management;single;tertiary;34.25668;-118.15126;no;385;yes;no;unknown;21;may;304;1;-1;0;unknown;no
34;blue-collar;married;secondary;34.25668;-118.15126;no;5304;yes;no;unknown;21;may;51;2;-1;0;unknown;no
35;management;single;tertiary;34.25668;-118.15126;no;71;yes;no;unknown;21;may;836;12;-1;0;unknown;no
32;technician;single;unknown;34.25668;-118.15126;no;317;yes;no;unknown;21;may;394;2;-1;0;unknown;no
32;management;single;tertiary;34.25668;-118.15126;no;728;yes;no;unknown;21;may;125;1;-1;0;unknown;no
38;services;married;tertiary;34.25668;-118.15126;no;-121;yes;no;unknown;21;may;288;1;-1;0;unknown;no
29;management;single;tertiary;34.25668;-118.15126;no;330;yes;no;unknown;21;may;315;1;-1;0;unknown;no
31;management;single;tertiary;34.25668;-118.15126;no;825;yes;no;unknown;21;may;506;2;-1;0;unknown;yes
36;management;single;tertiary;34.25668;-118.15126;no;247;no;no;unknown;21;may;354;5;-1;0;unknown;no
30;technician;divorced;secondary;34.25668;-118.15126;no;3100;yes;no;unknown;21;may;154;4;-1;0;unknown;no
33;self-employed;married;tertiary;34.25668;-118.15126;no;1301;yes;no;unknown;21;may;184;2;-1;0;unknown;no
32;blue-collar;married;primary;34.25668;-118.15126;no;29050;yes;yes;unknown;21;may;563;2;-1;0;unknown;no
27;blue-collar;single;secondary;34.25668;-118.15126;no;1279;yes;yes;unknown;21;may;450;1;-1;0;unknown;no
38;self-employed;married;tertiary;34.25668;-118.15126;no;585;yes;no;unknown;21;may;34;3;-1;0;unknown;no
38;management;married;tertiary;34.25668;-118.15126;no;63;yes;no;unknown;21;may;518;1;-1;0;unknown;no
